name=000000_00, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.31999999999999995
name=000001_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.33999999999999997
name=000100_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000001_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000101_00, ax=-4.163336342344337e-17, cx=0.0799999999999999, cz=-0.17999999999999983
name=000001_04, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.4
name=000101_01, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.31999999999999995
name=000001_05, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.38
name=000101_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=0.02000000000000035
name=000001_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000001_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000101_03, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.31999999999999995
name=000001_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000101_04, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.05999999999999972
name=000001_09, ax=-0.010000000000000037, cx=-0.010000000000000064, cz=-0.29999999999999993
name=000101_05, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_10, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.29999999999999993
name=000101_06, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.36
name=000001_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000101_07, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.33999999999999997
name=000001_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.38
name=000101_08, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000001_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000101_09, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_15, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.2599999999999999
name=000101_10, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_16, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.2599999999999999
name=000101_11, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.31999999999999995
name=000001_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000101_12, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_18, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.2799999999999999
name=000101_13, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.33999999999999997
name=000001_19, ax=-0.02000000000000003, cx=0.009999999999999926, cz=-0.21999999999999986
name=000101_14, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000002_00, ax=0.01999999999999995, cx=0.09999999999999987, cz=-0.1599999999999998
name=000101_15, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.38
name=000002_01, ax=0.029999999999999943, cx=0.0699999999999999, cz=-0.11999999999999977
name=000101_16, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000002_02, ax=0.01999999999999995, cx=0.08999999999999989, cz=-0.1399999999999998
name=000002_03, ax=-4.163336342344337e-17, cx=0.08999999999999989, cz=-0.1399999999999998
name=000101_17, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.36
name=000002_04, ax=-0.010000000000000037, cx=0.08999999999999989, cz=-0.1399999999999998
name=000101_18, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.36
name=000002_05, ax=-4.163336342344337e-17, cx=0.08999999999999989, cz=-0.1399999999999998
name=000101_19, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.33999999999999997
name=000002_06, ax=-0.010000000000000037, cx=0.10999999999999988, cz=-0.1599999999999998
name=000102_00, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=0.04000000000000037
name=000002_07, ax=-0.010000000000000037, cx=0.10999999999999988, cz=-0.1599999999999998
name=000102_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=0.02000000000000035
name=000002_08, ax=-4.163336342344337e-17, cx=0.08999999999999989, cz=-0.11999999999999977
name=000102_02, ax=0.009999999999999953, cx=0.009999999999999926, cz=0.02000000000000035
name=000002_09, ax=-0.010000000000000037, cx=0.0799999999999999, cz=-0.11999999999999977
name=000002_10, ax=-4.163336342344337e-17, cx=0.0799999999999999, cz=-0.09999999999999976
name=000102_03, ax=0.009999999999999953, cx=0.009999999999999926, cz=0.02000000000000035
name=000002_11, ax=0.009999999999999953, cx=0.05999999999999989, cz=-0.07999999999999974
name=000102_04, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.11999999999999977
name=000002_12, ax=0.009999999999999953, cx=0.0699999999999999, cz=-0.07999999999999974
name=000102_05, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000002_13, ax=-4.163336342344337e-17, cx=0.0699999999999999, cz=-0.07999999999999974
name=000102_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000002_14, ax=-4.163336342344337e-17, cx=0.0699999999999999, cz=-0.07999999999999974
name=000102_07, ax=0.009999999999999953, cx=0.019999999999999907, cz=-0.1399999999999998
name=000002_15, ax=0.009999999999999953, cx=0.0699999999999999, cz=-0.05999999999999972
name=000102_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.36
name=000002_16, ax=-0.010000000000000037, cx=0.05999999999999989, cz=-0.07999999999999974
name=000002_17, ax=-0.02000000000000003, cx=0.05999999999999989, cz=-0.07999999999999974
name=000102_09, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.33999999999999997
name=000002_18, ax=-0.02000000000000003, cx=0.049999999999999906, cz=-0.07999999999999974
name=000102_10, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000002_19, ax=-0.02000000000000003, cx=0.049999999999999906, cz=-0.07999999999999974
name=000102_11, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000003_00, ax=-4.163336342344337e-17, cx=0.05999999999999989, cz=-0.11999999999999977
name=000102_12, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.38
name=000003_01, ax=-4.163336342344337e-17, cx=0.05999999999999989, cz=-0.09999999999999976
name=000102_13, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000003_02, ax=-4.163336342344337e-17, cx=0.05999999999999989, cz=-0.09999999999999976
name=000102_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.38
name=000003_03, ax=-4.163336342344337e-17, cx=0.049999999999999906, cz=-0.07999999999999974
name=000003_04, ax=-4.163336342344337e-17, cx=0.049999999999999906, cz=-0.07999999999999974
name=000102_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000003_05, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.07999999999999974
name=000102_16, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000003_06, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.07999999999999974
name=000003_07, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.09999999999999976
name=000102_17, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=0.02000000000000035
name=000003_08, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.07999999999999974
name=000102_18, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.36
name=000003_09, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.07999999999999974
name=000003_10, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.07999999999999974
name=000102_19, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000003_11, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.07999999999999974
name=000103_00, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000003_12, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.07999999999999974
name=000103_01, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000003_13, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.09999999999999976
name=000103_02, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.38
name=000003_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.09999999999999976
name=000103_03, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.36
name=000003_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.09999999999999976
name=000003_16, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000103_04, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.38
name=000003_17, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000103_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.07999999999999974
name=000003_18, ax=-0.010000000000000037, cx=-0.04000000000000005, cz=-0.1399999999999998
name=000003_19, ax=-4.163336342344337e-17, cx=-0.04000000000000005, cz=-0.11999999999999977
name=000103_06, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.019999999999999685
name=000004_00, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.21999999999999986
name=000103_07, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=0.02000000000000035
name=000004_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000004_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000103_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.36
name=000004_03, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.17999999999999983
name=000103_09, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.33999999999999997
name=000004_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000004_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000103_10, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000004_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000103_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.09999999999999976
name=000004_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000103_12, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.33999999999999997
name=000004_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000103_13, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.33999999999999997
name=000004_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000004_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000103_14, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.33999999999999997
name=000004_11, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000103_15, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000004_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000004_13, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.17999999999999983
name=000103_16, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.05999999999999972
name=000004_14, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.1599999999999998
name=000103_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000004_15, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.1599999999999998
name=000103_18, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.31999999999999995
name=000004_16, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.17999999999999983
name=000004_17, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.1599999999999998
name=000103_19, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.33999999999999997
name=000004_18, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.19999999999999984
name=000104_00, ax=0.01999999999999995, cx=-0.010000000000000064, cz=-0.07999999999999974
name=000004_19, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.17999999999999983
name=000104_01, ax=0.01999999999999995, cx=0.039999999999999925, cz=0.04000000000000037
name=000005_00, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000104_02, ax=0.009999999999999953, cx=0.019999999999999907, cz=0.0800000000000004
name=000005_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.19999999999999984
name=000104_03, ax=0.01999999999999995, cx=-0.08000000000000003, cz=-0.19999999999999984
name=000005_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000104_04, ax=0.01999999999999995, cx=-0.08000000000000003, cz=-0.4
name=000005_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.21999999999999986
name=000104_05, ax=0.029999999999999943, cx=-0.06000000000000004, cz=-0.33999999999999997
name=000005_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000104_06, ax=0.009999999999999953, cx=-0.010000000000000064, cz=-0.36
name=000005_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2599999999999999
name=000104_07, ax=0.01999999999999995, cx=-0.010000000000000064, cz=-0.4
name=000104_08, ax=-0.030000000000000027, cx=0.10999999999999988, cz=-0.019999999999999685
name=000005_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000104_09, ax=0.029999999999999943, cx=-0.08000000000000003, cz=-0.4
name=000005_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000104_10, ax=0.01999999999999995, cx=-0.04000000000000005, cz=-0.4
name=000005_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000104_11, ax=0.009999999999999953, cx=-0.050000000000000044, cz=-0.4
name=000005_09, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000104_12, ax=0.029999999999999943, cx=-0.06000000000000004, cz=3.3306690738754696e-16
name=000005_10, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000104_13, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000005_11, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.2599999999999999
name=000104_14, ax=0.01999999999999995, cx=-0.02000000000000006, cz=-0.4
name=000005_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.19999999999999984
name=000104_15, ax=0.01999999999999995, cx=-0.030000000000000054, cz=-0.4
name=000005_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000104_16, ax=0.009999999999999953, cx=-0.010000000000000064, cz=-0.2799999999999999
name=000005_14, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.23999999999999988
name=000104_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.36
name=000005_15, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000104_18, ax=0.01999999999999995, cx=-0.02000000000000006, cz=-0.4
name=000005_16, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.29999999999999993
name=000104_19, ax=0.01999999999999995, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000005_17, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000105_00, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000005_18, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000105_01, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.29999999999999993
name=000005_19, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.21999999999999986
name=000105_02, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.31999999999999995
name=000006_00, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.38
name=000105_03, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.29999999999999993
name=000006_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000105_04, ax=-4.163336342344337e-17, cx=0.029999999999999916, cz=-0.2599999999999999
name=000006_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000105_05, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000006_03, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000105_06, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.2599999999999999
name=000006_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000105_07, ax=-0.010000000000000037, cx=0.029999999999999916, cz=-0.2599999999999999
name=000006_05, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000105_08, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000006_06, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000105_09, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.23999999999999988
name=000006_07, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1399999999999998
name=000105_10, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.23999999999999988
name=000006_08, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.1599999999999998
name=000105_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000006_09, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.2599999999999999
name=000105_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000006_10, ax=-4.163336342344337e-17, cx=-0.010000000000000064, cz=-0.31999999999999995
name=000105_13, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000006_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000105_14, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2599999999999999
name=000006_12, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.33999999999999997
name=000105_15, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.29999999999999993
name=000006_13, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000105_16, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.2799999999999999
name=000006_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000105_17, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.2599999999999999
name=000006_15, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.21999999999999986
name=000105_18, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000006_16, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.21999999999999986
name=000006_17, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.19999999999999984
name=000105_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000006_18, ax=-0.010000000000000037, cx=0.019999999999999907, cz=-0.19999999999999984
name=000106_00, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000006_19, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.17999999999999983
name=000106_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000007_00, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.23999999999999988
name=000106_02, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.31999999999999995
name=000106_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000007_01, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2799999999999999
name=000106_04, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000007_02, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000106_05, ax=-0.02000000000000003, cx=0.019999999999999907, cz=-0.36
name=000007_03, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.2799999999999999
name=000106_06, ax=-0.030000000000000027, cx=0.019999999999999907, cz=-0.38
name=000106_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000007_04, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000106_08, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.29999999999999993
name=000007_05, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000106_09, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000007_06, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.17999999999999983
name=000106_10, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.2799999999999999
name=000007_07, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000106_11, ax=0.009999999999999953, cx=0.009999999999999926, cz=-0.29999999999999993
name=000007_08, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000106_12, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.29999999999999993
name=000007_09, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.17999999999999983
name=000106_13, ax=-4.163336342344337e-17, cx=-5.551115123125783e-17, cz=-0.31999999999999995
name=000106_14, ax=-0.010000000000000037, cx=-5.551115123125783e-17, cz=-0.31999999999999995
name=000007_10, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1599999999999998
name=000106_15, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.29999999999999993
name=000007_11, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000106_16, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.4
name=000007_12, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000106_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.4
name=000007_13, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000106_18, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2599999999999999
name=000106_19, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.2799999999999999
name=000007_14, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.1399999999999998
name=000007_15, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.1599999999999998
name=000107_00, ax=-0.010000000000000037, cx=0.009999999999999926, cz=-0.31999999999999995
name=000007_16, ax=-0.010000000000000037, cx=0.029999999999999916, cz=-0.2599999999999999
name=000107_01, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.31999999999999995
name=000007_17, ax=-4.163336342344337e-17, cx=0.009999999999999926, cz=-0.11999999999999977
name=000107_02, ax=0.009999999999999953, cx=-5.551115123125783e-17, cz=-0.31999999999999995
name=000007_18, ax=-4.163336342344337e-17, cx=0.019999999999999907, cz=-0.17999999999999983
